experiment,n_tickers,n_samples,tech_r2,news_auc,retail_auc,coordinator_r2,baseline_r2,rmse,timestamp
SP500_Sector_Leaders,55,58100,0.03163291314047667,0.5583310912543908,0.6233697514258666,0.22442057145783512,0.17578544243775218,1.2113728527897591,2025-11-30T17:58:16.827064
