method,marginal,width,cov_calm,cov_normal,cov_elevated,cov_stress,cov_stress_upper,width_stress
aci,0.8990679670323946,1.6982668755014572,0.8971737390631884,0.9047501770156697,0.9139994320717212,0.8400896312894683,0.8912881102736471,1.7980725215768376
rc_panel_bins,0.8963011818487682,1.6754558773945647,0.8969629987796736,0.8962722678999657,0.897415054462689,0.8830040062470292,0.9376655123243023,2.1698446794957067
rc_panel_hmm,0.8972517877265032,1.6944650683479987,0.8950242914047569,0.9005652620760535,0.9074540725085352,0.8749915121884974,0.9282949684253412,2.1212762948256687
