state_bin,coverage,upper_coverage,lower_coverage,n,mean_width
calm,0.8969783616344991,0.9509146738959399,0.9460636877385593,222429,1.678276129624678
normal,0.9042781352297099,0.9535244076388675,0.9507537275908424,97449,1.7064149806955908
elevated,0.9147701918786256,0.954504888239828,0.9602653036387976,49302,1.7506205959221917
stress,0.8400896312894683,0.8855843009438447,0.9545053303456237,14727,1.8001970052656673
