membership,marginal,cov_calm,cov_stress,cov_stress_upper,width,width_stress
bins_k4,0.8992009716359975,0.8999850101649819,0.8828496416660754,0.9390477542042148,1.715049156066663,2.3252262717134156
hmm_filtered,0.8999067207558628,0.8996243172598581,0.876250620875612,0.9291137444121195,1.7127323387814444,2.2129912435166195
hmm_oracle,0.8998301278281254,0.8990949887107805,0.8793017810260413,0.9390477542042148,1.7119134365221027,2.2755984984539714
