mult,cov_day2,cov_stress,is_stress_interior,is_stress,width_onset,marginal
1.0,0.7931818181818182,0.8827786844532747,3.0154688851266576,3.2563158586031493,2.0449662101184005,0.8992119134828171
1.25,0.8575757575757575,0.8949833250549918,3.041950836164841,3.2471200717101367,2.556207762648001,0.9000079328389442
1.5,0.8946969696969697,0.9008727737174483,3.090819265779195,3.2905388728060485,3.0674493151776008,0.9003662783222867
2.0,0.9295454545454546,0.9050592492726885,3.2021421903389364,3.4348854415708874,4.089932420236801,0.900612469875728
