arm,marginal,cov_calm,cov_stress,cov_stress_upper,width,width_stress
pooled_fast,0.8955436593365411,0.8983127066957719,0.8404881856240687,0.9074717945079117,1.6703764857326517,1.9048283981522722
pooled_avg,0.8956175168025735,0.8982986537254425,0.8431136024976938,0.908961895976726,1.671753268368099,1.9267850507942892
pooled_slow,0.8655465862805654,0.8657426057954449,0.7703824593769957,0.8411268005392748,1.4949233087057079,1.5511091106991624
per_stock_slow,0.8582182434785588,0.8577782768756043,0.7699004975124378,0.8494293239683933,1.521428121658997,1.585890815784411
per_stock_fast,0.8951373941639595,0.8979708418369838,0.8395522388059702,0.9083260169739538,1.7020498197512492,1.923596779452059
