endpoint,b0_calm_gap,b1_stress_increment,hac_se,hac_p,cluster_se,cluster_p,wild_cluster_p,loo_min,loo_max
"stress upper-tail coverage, RC - ACI",-0.0005629049980431884,0.039638011502250374,0.015107481664220419,0.008697170971110557,0.01476353350747893,0.015661989462305348,0.0033003300330033004,0.023137511008331953,0.04790782942076276
