lag,is_rule,t,p
4,True,3.053736620662484,0.002260104080777925
0,False,3.98446677070597,6.763181969771104e-05
5,False,2.9641487188099185,0.0030352156072748215
10,False,2.7148084671932904,0.006631411071384319
22,False,2.35815598037771,0.018365974049433964
66,False,1.796490447982784,0.07241655051517126
