experiment,n_tickers,n_samples,tech_r2,news_auc,retail_auc,coordinator_r2,baseline_r2,rmse,timestamp
High_Octane_50,49,48997,0.02371660700239253,0.5498222072717199,0.6217635429432575,0.6111774485328264,0.5530551025902084,1.205173986689441,2025-11-30T17:50:10.223138
